"sort_to_sheet","mat_type_code","mat_type","first_item_itype","call_number","isbn","bib_record_num","bib_record_id","publish_year","cataloging_date","best_title","best_title_norm","call_number","volume_statement","oldest_hold_date","newest_hold_date","bib_locations","abbv_bib_locations","count_active_holds","count_active_copies","count_copies_on_order"
"out","l","Large Print","20","fiction","9780783814469","b1568161a","420908363169","1995","1995-10-09","A pedigree to die for : a Melanie Travis mystery","pedigree to die for a melanie travis mystery","fiction","","2019-05-06","2019-05-06","osa","os","1","0","0"
"out","l","Large Print","20","636.0887 b956","9780786228096","b1928562a","420908723570","2000","2001-02-19","The wonderful thing about pets : remarkable stories about the animals who share our lives","wonderful thing about pets remarkable stories about the animals who share our lives","636.0887 b956","","2019-05-18","2019-05-18","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781568951126","b1401731a","420908196739","1994","1994-09-26","The select","select","fiction","","2019-02-25","2019-02-25","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780786270569","b2538075a","420909333083","2004","2004-12-27","The shade of my own tree","shade of my own tree","fiction","","2019-07-01","2019-07-01","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781683244431","b3297259a","420910092267","2017","2017-08-22","What hope remembers","what hope remembers","fiction","","2018-09-06","2018-09-06","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781568955681","b1700402a","420908495410","1998","1998-09-21","Tell me lies","tell me lies","fiction","","2019-01-18","2019-01-18","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781568950839","b1664495a","420908459503","1994","1995-12-04","Shooting at loons","shooting at loons","fiction","","2019-03-07","2019-03-07","osa","os","1","0","0"
"out","l","Large Print","20","294.3444 b916 a","9781568957678","b1923719a","420908718727","1999","1999-11-15","The art of happiness : a handbook for living","art of happiness a handbook for living","294.3444 b916 a","","2018-11-23","2018-11-23","osa","os","1","0","0"
"out","l","Large Print","20","782.421642 c3382zc","9781410431905","b2627700a","420909422708","2010","2010-11-23","Composed : a memoir","composed a memoir","782.421642 c3382zc","","2019-05-05","2019-05-05","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780708923245","b1253711a","420908048719","1990","1990-11-29","Silence in Hanover Close","silence in hanover close","fiction","","2019-02-26","2019-02-26","osa","os","1","0","0"
"out","l","Large Print","20","941.081 v217 ,     1987","9781850891710","b1211229a","420908006237","1987","1992-03-22","Queen Victoria's children","queen victorias children","941.081 v217 ,     1987","","2019-06-27","2019-06-27","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781850894698","b1425801a","420908220809","1991","1992-06-08","Christmas books","christmas books","fiction","","2019-06-23","2019-06-23","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781560546931","b1341940a","420908136948","1993","1993-10-04","Rebel","rebel","fiction","","2019-05-15","2019-05-15","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780263180039","b2086918a","420908881926","2003","2003-11-03","The viking's captive","vikings captive","fiction","","2018-11-04","2018-11-04","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781432856618","b3374781a","420910169789","2018","2018-10-24","Murder at the Flamingo","murder at the flamingo","fiction","","2019-06-08","2019-06-08","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780783814995","b1838600a","420908633608","1996","2001-07-17","Gemstone","gemstone","fiction","","2019-06-17","2019-06-17","osa","os","1","0","0"
"out","l","Large Print","20","940.548641 g7861zs","9780753156025","b2060906a","420908855914","2001","2003-09-15","Secret agent : the true story of the Special Operations Executive","secret agent the true story of the special operations executive","940.548641 g7861zs","","2019-06-27","2019-06-27","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780783820231","b1720587a","420908515595","1997","1997-02-10","A test of wills","test of wills","fiction","","2019-02-03","2019-02-03","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781410433411","b2679663a","420909474671","2011","2011-02-08","The chocolate pirate plot : a chocoholic mystery","chocolate pirate plot a chocoholic mystery","fiction","","2019-06-30","2019-06-30","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780786277254","b2648769a","420909443777","2005","2005-08-23","Alaska : a light in the window","alaska a light in the window","fiction","","2019-03-22","2019-03-22","osa","os","1","0","0"
"out","l","Large Print","20","359.984 s699","9780786218769","b1952052a","420908747060","1999","1999-07-19","Blind man's bluff : the untold story of American submarine espionage","blind mans bluff the untold story of american submarine espionage","359.984 s699","","2019-05-24","2019-05-24","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781643581972","b3454503a","420910249511","2019","2019-05-13","Home is where the heart is","home is where the heart is","fiction","","2019-05-22","2019-05-22","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781560540687","b1278207a","420908073215","1990","1991-01-09","Stardust","stardust","fiction","","2019-02-19","2019-02-19","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781611736649","b2887825a","420909682833","2013","2013-10-08","Shattered","shattered","fiction","","2019-05-30","2019-05-30","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780786231768","b1899008a","420908694016","2001","2001-09-10","Dark coulee : a Claire Watkins mystery","dark coulee a claire watkins mystery","fiction","","2018-07-16","2018-07-16","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781432856687","b3384026a","420910179034","2018","2018-11-20","My heart belongs in Galveston, Texas : Madeline's search","my heart belongs in galveston texas madelines search","fiction","","2019-06-24","2019-06-24","osa","os","1","0","0"
"out","l","Large Print","20","616.8916 t244 2018","9781683247760","b3364647a","420910159655","2018","2018-06-26","Unmedicated : the four pillars of natural wellness","unmedicated the four pillars of natural wellness","616.8916 t244 2018","","2018-09-06","2018-09-06","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781432855598","b3361277a","420910156285","2018","2018-09-24","A defense of honor","defense of honor","fiction","","2019-03-15","2019-03-15","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780385363136","b2817722a","420909612730","2012","2012-11-29","Fifty shades darker","fifty shades darker","fiction","","2019-04-12","2019-04-12","bha,gra,osa","bh,gr,os","1","0","0"
"out","l","Large Print","20","fiction","9780860092278","b1467481a","420908262489","1980","1992-08-14","Lady in the lake.","lady in the lake","fiction","","2019-06-17","2019-06-17","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780708929391","b1353481a","420908148489","1993","1993-10-18","Bethlehem Road","bethlehem road","fiction","","2019-02-06","2019-02-06","osa","os","1","0","0"
"out","l","Large Print","20","158.2 s342","9780783803968","b1802005a","420908597013","1998","1999-02-01","Ten stupid things women do to mess up their lives","ten stupid things women do to mess up their lives","158.2 s342","","2019-06-03","2019-06-03","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780786207947","b1709323a","420908504331","1996","1996-10-14","Powder river : a Jeston Nash adventure","powder river a jeston nash adventure","fiction","","2019-04-16","2019-04-16","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780804121217","b2971357a","420909766365","2014","2014-05-30","The Lincoln myth : a novel","lincoln myth a novel","fiction","","2019-06-18","2019-06-18","haa,osa","ha,os","1","0","0"
"out","l","Large Print","20","fiction","9781574900705","b1641618a","420908436626","1996","1997-09-15","Black cherry blues","black cherry blues","fiction","","2019-05-25","2019-05-25","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781611733815","b2810707a","420909605715","2012","2012-10-16","Brush of angel's wings","brush of angels wings","fiction","","2019-01-09","2019-01-09","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781628992281","b3050204a","420909845212","2014","2015-06-17","Safe keeping","safe keeping","fiction","","2019-06-24","2019-06-24","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780896216211","b2266483a","420909061491","1985","1992-03-22","The big sky","big sky","fiction","","2019-03-16","2019-03-16","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780786274680","b2604855a","420909399863","2005","2005-06-28","Abby Cooper, psychic eye : a psychic eye mystery","abby cooper psychic eye a psychic eye mystery","fiction","","2019-03-18","2019-03-18","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780786242887","b1763794a","420908558802","2002","2002-07-29","Passing through Paradise","passing through paradise","fiction","","2019-05-30","2019-05-30","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780745164120","b1447335a","420908242343","1992","1993-04-26","Death at half-term","death at half term","fiction","","2019-07-07","2019-07-07","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781850573968","b1017331a","420907812339","1989","1992-03-22","Redcoat","redcoat","fiction","","2019-05-15","2019-05-15","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780816160006","b1475295a","420908270303","1971","1992-08-24","A question of time.","question of time","fiction","","2019-05-19","2019-05-19","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780786260867","b2630742a","420909425750","2003","2005-07-19","Sullivan's woman","sullivans woman","fiction","","2018-11-27","2018-11-27","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781432844967","b3331595a","420910126603","2018","2018-03-27","Stabbing in the Senate","stabbing in the senate","fiction","","2019-04-16","2019-04-16","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781611736021","b2880404a","420909675412","2013","2013-08-02","The diamond secret","diamond secret","fiction","","2019-03-21","2019-03-21","osa","os","1","0","0"
"out","l","Large Print","20","269.2092 j66  zj","9781611732238","b2652598a","420909447606","2011","2012-03-12","Holy Ghost girl","holy ghost girl","269.2092 j66  zj","","2018-12-27","2018-12-27","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781568958460","b1915141a","420908710149","2000","2000-07-10","Leave the grave green","leave the grave green","fiction","","2018-09-10","2018-09-10","osa","os","1","0","0"
"out","l","Large Print","20","fiction","","b1476083a","420908271091","1980","1992-03-22","Emily of New Moon","emily of new moon","fiction","","2019-02-16","2019-02-16","osa","os","1","0","0"
"out","l","Large Print","20","204.4 c5492     2015a","9781410480798","b3039182a","420909834190","2015","2015-07-16","Living with intent : my somewhat messy journey to purpose, peace, and joy","living with intent my somewhat messy journey to purpose peace and joy","204.4 c5492     2015a","","2019-05-19","2019-05-19","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781410484390","b3097025a","420909892033","2015","2015-12-03","Moriarty","moriarty","fiction","","2019-01-04","2019-01-04","osa","os","1","0","0"
"out","l","Large Print","20","158.1 c549 b","9780375433856","b2664784a","420909459792","2004","2005-09-26","The book of secrets : unlocking the hidden dimensions of your life","book of secrets unlocking the hidden dimensions of your life","158.1 c549 b","","2019-03-16","2019-03-16","osa","os","1","0","0"
"out","l","Large Print","20","fiction","","b1465916a","420908260924","1978","1992-08-13","The burning hills","burning hills","fiction","","2019-06-25","2019-06-25","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780786292271","b2685478a","420909480486","2007","2007-01-24","The bad luck wedding dress","bad luck wedding dress","fiction","","2019-04-29","2019-04-29","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781410422996","b2761448a","420909556456","2010","2010-01-27","Deeper water : a tides of truth novel","deeper water a tides of truth novel","fiction","","2019-05-31","2019-05-31","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780786284177","b2522636a","420909317644","2006","2006-05-08","As eagles fly","as eagles fly","fiction","","2019-02-19","2019-02-19","osa","os","1","0","0"
"out","q","Playaway","93","pl-view easy t7721r     2013","9781467636100","b2925484a","420909720492","2013","2013-12-11","Transformers, Rescue Bots. Return of the Dinobot","transformers rescue bots return of the dinobot","pl-view easy t7721r     2013","","2018-09-28","2018-09-28","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780783883441","b1625881a","420908420889","1998","1998-05-11","Cat & mouse","cat and mouse","fiction","","2019-06-08","2019-06-08","osa,pla","os,pl","1","0","0"
"out","l","Large Print","20","fiction","9780446529945","b1847705a","420908642713","2001","2002-03-11","Last man standing","last man standing","fiction","","2019-03-01","2019-03-01","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780860432074","b1465427a","420908260435","1978","1992-08-12","Illusions : the adventures of a reluctant messiah","illusions the adventures of a reluctant messiah","fiction","","2019-03-18","2019-03-18","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781410441607","b2535036a","420909330044","2011","2011-11-22","A brush with death : a Penny Brannigan mystery","brush with death a penny brannigan mystery","fiction","","2019-03-15","2019-03-15","osa","os","1","0","0"
"out","l","Large Print","20","616.869 b369","9781410422200","b2761990a","420909556998","2010","2010-01-28","The new codependency : help and guidance for today's generation","new codependency help and guidance for todays generation","616.869 b369","","2019-03-03","2019-03-03","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9781410474575","b3014576a","420909809584","2015","2015-01-26","Gathering shadows","gathering shadows","fiction","","2019-05-10","2019-05-10","osa","os","1","0","0"
"out","l","Large Print","20","613 w422 a","9780375704451","b1761365a","420908556373","1998","1999-04-26","Ask Dr. Weil","ask dr weil","613 w422 a","","2019-06-13","2019-06-13","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780263073386","b3316923a","420910111931","2018","2018-02-21","Whisked away by her Sicilian boss","whisked away by her sicilian boss","fiction","","2019-06-15","2019-06-15","osa","os","1","0","0"
"out","l","Large Print","20","248.8431 j25","9780786288687","b2608445a","420909403453","2006","2006-09-20","Mama made the difference : life lessons my mother taught me","mama made the difference life lessons my mother taught me","248.8431 j25","","2019-04-08","2019-04-08","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780786245178","b1979679a","420908774687","2002","2003-01-15","Home to Harmony","home to harmony","fiction","","2019-06-18","2019-06-18","osa","os","1","0","0"
"out","l","Large Print","20","fiction","9780783804231","b1981624a","420908776632","1999","1999-04-19","When the wind blows","when the wind blows","fiction","","2019-06-23","2019-06-23","osa","os","1","0","0"
"pop","g","DVD","101","dvd drama o31     2003","9780792854999","b2291789a","420909086797","2003","2004-06-07","Of mice and men [videorecording]","of mice and men videorecording","dvd drama o31     2003","","2019-03-25","2019-05-14","gra,1pa,wwa","gr,1p,ww","7","0","0"
"pop","a","Book","0","fiction","9780991389032","b3094024a","420909889032","2014","2015-10-05","Female hustler : a novel","female hustler a novel","fiction","","2018-05-05","2019-02-11","ava,bha,coa,cva,dta,foa,mda,1pa,nra,pla,pra,wta,wwa","av,bh,co,cv,dt,fo,md,1p,nr,pl,pr,wt,ww","7","0","0"
"pop","j","Music CD","77","cd-popular 1970 n714 s     1990","04","b1455516a","420908250524","1990","1991-08-14","1970 [sound recording]","1970 sound recording","cd-popular 1970 n714 s     1990","","2019-04-08","2019-06-23","1pa","1p","6","0","0"
"pop","g","DVD","101","dvd tvadult b724s2     2008","9781435913639","b2923667a","420909718675","2008","2013-12-12","The boondocks. The complete second season [videorecording]","boondocks the complete second season videorecording","dvd tvadult b724s2     2008","v.02","2018-12-19","2019-06-28","ava,baa,cva,haa,1pa,mwa,nra,nsa,nwa,pla,wha,wta,wwa,wya","av,ba,cv,ha,1p,mw,nr,ns,nw,pl,wh,wt,ww,wy","6","0","0"
"pop","g","DVD","101","dvd scifi a3985     2008","024543508090","b2618654a","420909413662","2008","2008-04-07","AVPR [videorecording] : Aliens vs. Predator, requiem","avpr videorecording aliens vs predator requiem","dvd scifi a3985     2008","","2017-03-25","2019-07-08","ana,ava,pra,sma","an,av,pr,sm","6","0","0"
"pop","g","DVD","101","dvd comedy n988     2000","9780783245553","b2742977a","420909537985","2000","2011-06-09","Nutty professor II [videorecording] : the Klumps","nutty professor ii videorecording the klumps","dvd comedy n988     2000","","2018-03-17","2019-05-20","cva,epa,1pa,nwa,wha,wya","cv,ep,1p,nw,wh,wy","6","0","0"
"pop","g","DVD","101","dvd horror s271th     2007","031398207320","b2682001a","420909477009","2007","2007-01-24","Saw III [videorecording]","saw iii videorecording","dvd horror s271th     2007","","2018-07-10","2019-01-25","ava,bha,dpa,nra,nsa,nwa,wha,wya","av,bh,dp,nr,ns,nw,wh,wy","6","0","0"
"pop","g","DVD","101","dvd tvadult h8425v9     2012","031398147541","b2985063a","420909780071","2012","2014-08-27","House of Payne. Volume nine [videorecording]","house of payne volume nine videorecording","dvd tvadult h8425v9     2012","v.01","2019-03-08","2019-06-30","bha,cra,gra,maa,1pa,sba,wha,wta,wwa","bh,cr,gr,ma,1p,sb,wh,wt,ww","5","0","0"
"pop","g","DVD","101","dvd comedy b415p     2005","9781417069002","b2715200a","420909510208","2005","2005-11-07","Beethoven [videorecording] : the pooch pack","beethoven videorecording the pooch pack","dvd comedy b415p     2005","","2019-01-25","2019-06-07","ana,cha,1pa","an,ch,1p","5","0","0"
"pop","g","DVD","101","dvd children b824ge     2008","012236224044","b2913284a","420909708292","2008","2013-12-03","Bratz. Genie magic [videorecording]","bratz genie magic videorecording","dvd children b824ge     2008","","2019-03-27","2019-06-11","anj,bhj,crj,grj,1pa,nrj,prj,whj,wwj,wyj","an,bh,cr,gr,1p,nr,pr,wh,ww,wy","5","0","0"
"pop","g","DVD","101","dvd suspense i35     1999","9780788818196","b2694305a","420909489313","1999","2007-02-21","In too deep [videorecording]","in too deep videorecording","dvd suspense i35     1999","","2017-03-22","2019-05-19","cra,gra","cr,gr","5","0","0"
"pop","j","Music CD","77","cd-rap outkast o94s     2003","82876501332","b2076222a","420908871230","2003","2003-09-30","Speakerboxxx [sound recording] ; The love below","speakerboxxx sound recording the love below","cd-rap outkast o94s     2003","","2019-02-06","2019-06-12","cha,dta,gea,hpa,1pa,pla","ch,dt,ge,hp,1p,pl","5","0","0"
"pop","j","Music CD","77","cd-popular 1974 n7141t     1990","07","b1549033a","420908344041","1990","1995-09-26","1974 [sound recording]","1974 sound recording","cd-popular 1974 n7141t     1990","","2019-04-08","2019-05-13","1pa","1p","4","0","0"
"pop","g","DVD","101","dvd action t196     2004","9780790791265","b2509801a","420909304809","2004","2005-02-18","The Tarzan collection [videorecording]","tarzan collection videorecording","dvd action t196     2004","v.01","2019-04-07","2019-06-25","gha,gra,haa,1pa,sma,wha","gh,gr,ha,1p,sm,wh","4","0","0"
"pop","g","DVD","101","dvd tvadult b724s2     2008","9781435913639","b2923667a","420909718675","2008","2013-12-12","The boondocks. The complete second season [videorecording]","boondocks the complete second season videorecording","dvd tvadult b724s2     2008","v.03","2019-01-05","2019-06-28","ava,baa,cva,haa,1pa,mwa,nra,nsa,nwa,pla,wha,wta,wwa,wya","av,ba,cv,ha,1p,mw,nr,ns,nw,pl,wh,wt,ww,wy","4","0","0"
"pop","g","DVD","101","dvd comedy f5272     2008","9781424884797","b2630342a","420909425350","2008","2008-05-01","First Sunday [videorecording]","first sunday videorecording","dvd comedy f5272     2008","","2017-09-21","2018-09-10","bha,1pa,wha","bh,1p,wh","4","0","0"
"pop","g","DVD","101","dvd performance m678     2011","025192100833","b2684606a","420909479614","2011","2011-02-28","Les misérables in concert [videorecording] : the 25th anniversary, live, the O₂ : the legendary musical","les misérables in concert videorecording the 25th anniversary live the o₂ the legendary musical","dvd performance m678     2011","","2019-06-02","2019-06-02","1pa,moa,mwa,pla","1p,mo,mw,pl","4","0","0"
"pop","g","DVD","101","dvd horror s271fi     2009","031398104698","b2552893a","420909347901","2009","2009-01-07","Saw V [videorecording]","saw v videorecording","dvd horror s271fi     2009","","2019-04-20","2019-06-19","ana,ava,coa,cva,dpa,gea,1pa,nsa,pra,wha,wta","an,av,co,cv,dp,ge,1p,ns,pr,wh,wt","4","0","0"
"pop","a","Book","0","fiction","9781449966126","b2790885a","420909585893","2009","2012-07-12","A child of a crack head","child of a crack head","fiction","","2019-01-09","2019-06-22","bha,coa,1pa,mta","bh,co,1p,mt","4","0","0"
"pop","a","Book","0","fiction","9780984332571","b2782230a","420909577238","2011","2011-12-06","Bitch : a new beginning : a novel","bitch a new beginning a novel","fiction","","2018-10-04","2018-12-12","ava,cva,gra,mda,1pa,mwa,nra,nsa,pra,wha,wwa","av,cv,gr,md,1p,mw,nr,ns,pr,wh,ww","4","0","0"
"pop","a","Book","0","fiction","9781601620590","b2594241a","420909389249","2008","2008-02-15","Choosing sides--","choosing sides","fiction","","2019-03-01","2019-05-09","bha,cva,1pa,1fa,wha","bh,cv,1p,1f,wh","4","0","0"
"pop","g","DVD","101","dvd action s5251     2000","9780790743752","b1909687a","420908704695","2000","2000-06-27","Shaft [videorecording]","shaft videorecording","dvd action s5251     2000","","2019-06-03","2019-06-22","ava,pla","av,pl","4","0","0"
"pop","a","Book","0","fiction","9781601625045","b2624988a","420909419996","2011","2012-02-06","California connection 3","california connection 3","fiction","","2014-08-30","2019-06-23","ava,bha,mda,1pa,pla,wta","av,bh,md,1p,pl,wt","4","0","0"
"pop","g","DVD","101","dvd comedy a5122t     2002","9780783266176","b1947281a","420908742289","2002","2002-12-10","American pie 2 [videorecording]","american pie 2 videorecording","dvd comedy a5122t     2002","","2015-04-25","2018-11-05","cva,mwa","cv,mw","4","0","0"
"pop","g","DVD","101","dvd tvadult t1433s5     2006","9781419825101","b2914868a","420909709876","2006","2013-12-10","Tales from the crypt. The complete fifth season [videorecording]","tales from the crypt the complete fifth season videorecording","dvd tvadult t1433s5     2006","v.02","2019-03-18","2019-04-01","gea,gra,1pa,sha,wha,wwa","ge,gr,1p,sh,wh,ww","3","0","0"
"pop","a","Book","0","fiction","9780385492515","b1836401a","420908631409","1998","1999-02-22","Gates of fire : an epic novel of the Battle of Thermopylae","gates of fire an epic novel of the battle of thermopylae","fiction","","2019-05-05","2019-06-16","1fa","1f","3","0","0"
"pop","g","DVD","101","dvd 508.092 c938      1999","9780784017135","b1842048a","420908637056","1999","2001-06-22","The crocodile hunter [videorecording]","crocodile hunter videorecording","dvd 508.092 c938      1999","","2019-03-13","2019-06-13","1pa","1p","3","0","0"
"pop","a","Book","0","fiction","9780670032037","b1884519a","420908679527","2003","2003-04-30","Dissolution","dissolution","fiction","","2019-02-04","2019-05-24","gra,1fa","gr,1f","3","0","0"
"pop","g","DVD","101","dvd tvadult s885     1999","9781573625777","b2569475a","420909364483","1999","2009-02-24","Stephen King's Storm of the century [videorecording]","stephen kings storm of the century videorecording","dvd tvadult s885     1999","","2019-04-11","2019-05-28","foa,1pa,nra,oaa,sha","fo,1p,nr,oa,sh","3","0","0"
"pop","g","DVD","101","dvd action t1961     2006","9781419839825","b2715294a","420909510302","2006","2007-03-20","The Tarzan collection. Vol. 2 [videorecording]","tarzan collection vol 2 videorecording","dvd action t1961     2006","v.01","2019-06-17","2019-06-25","bha,1pa","bh,1p","3","0","0"
"pop","j","Music CD","77","cd-popular have h383h     1993   v.      21","9781568261416","b1877355a","420908672363","1993","1999-11-16","Have a nice day. Vol. 21 [sound recording].","have a nice day vol 21 sound recording","cd-popular have h383h     1993   v.      21","","2019-04-07","2019-06-22","1pa","1p","3","0","0"
"pop","i","Book on CD","70","cd-spoken fiction","9781742854830","b2511275a","420909306283","2008","2011-11-03","The forgotten garden [sound recording]","forgotten garden sound recording","cd-spoken fiction","","2018-07-21","2018-10-10","cva,1pa","cv,1p","3","0","0"
"pop","j","Music CD","77","cd-rock 1971 n714 s     1991","10","b1364725a","420908159733","1991","1992-02-14","1971 [sound recording]","1971 sound recording","cd-rock 1971 n714 s     1991","","2019-04-08","2019-04-29","1pa","1p","3","0","0"
"pop","g","DVD","101","dvd tvadult g646s2     2004","9781404939103","b2705351a","420909500359","2004","2005-11-22","Good times. The complete second season [videorecording]","good times the complete second season videorecording","dvd tvadult g646s2     2004","","2019-04-11","2019-05-29","ava,1pa,wha,wta","av,1p,wh,wt","3","0","0"
"pop","j","Music CD","77","cd-rock blue b6585db     2000","7464659182","b1912720a","420908707728","2000","2002-02-12","Don't fear the reaper [sound recording] : the best of Blue Öyster Cult.","dont fear the reaper sound recording the best of blue öyster cult","cd-rock blue b6585db     2000","","2019-05-27","2019-06-18","1pa","1p","3","0","0"
"pop","a","Book","0","fiction","9780975581186","b2735979a","420909530987","2009","2010-01-12","Last bitch standing : a novel","last bitch standing a novel","fiction","","2019-04-11","2019-06-26","ava,mda,1pa,pla,pra,wha,wta","av,md,1p,pl,pr,wh,wt","3","0","0"
"pop","g","DVD","101","dvd horror d271     2004","9780783297194","b2465953a","420909260961","2004","2004-10-26","Dawn of the dead [videorecording]","dawn of the dead videorecording","dvd horror d271     2004","","2019-06-06","2019-06-29","ava,cha,dta,lva,1pa,rea,wwa","av,ch,dt,lv,1p,re,ww","3","0","0"
"pop","g","DVD","101","dvd tvadult h8425v4     2009","031398110194","b2985058a","420909780066","2009","2014-08-27","House of Payne. Volume four [videorecording]","house of payne volume four videorecording","dvd tvadult h8425v4     2009","v.03","2019-03-11","2019-06-30","bha,cra,epa,foa,gra,1pa,sha,wha,wta","bh,cr,ep,fo,gr,1p,sh,wh,wt","3","0","0"
"pop","j","Music CD","77","cd-popular knight k69an     2013","700261383453","b2961150a","420909756158","2013","2014-04-15","Another journey [sound recording]","another journey sound recording","cd-popular knight k69an     2013","","2016-09-16","2018-06-08","1pa","1p","3","0","0"
"pop","j","Music CD","77","cd-popular 70s s497 r     1997","081227268121","b2762777a","420909557785","1997","2006-03-02","'70s radio hits [sound recording].","70s radio hits sound recording","cd-popular 70s s497 r     1997","v.04","2019-04-20","2019-07-03","dta,gra,haa,1pa","dt,gr,ha,1p","3","0","0"
"pop","g","DVD","101","dvd horror c9772     2005","786936270914","b2632434a","420909427442","2005","2005-06-16","Cursed [videorecording]","cursed videorecording","dvd horror c9772     2005","","2018-07-02","2018-12-07","ana,ava,1pa,nwa,pra,wha","an,av,1p,nw,pr,wh","3","0","0"
"pop","g","DVD","101","dvd tvadult g1921s5     2012","9781415767764","b2970319a","420909765327","2012","2014-05-27","The game. The fifth season [videorecording].","game the fifth season videorecording","dvd tvadult g1921s5     2012","v.03","2019-04-16","2019-06-07","ava,coa,epa,foa,gra,mda,1pa,nra,pla,pra,wta","av,co,ep,fo,gr,md,1p,nr,pl,pr,wt","3","0","0"
"pop","g","DVD","101","dvd tvadult t1433s6     2007","9781419825118","b2914869a","420909709877","2007","2013-12-11","Tales from the crypt. The complete sixth season [videorecording]","tales from the crypt the complete sixth season videorecording","dvd tvadult t1433s6     2007","v.01","2019-03-18","2019-04-01","cva,gea,gra,haa,1pa,nwa","cv,ge,gr,ha,1p,nw","3","0","0"
"pop","g","DVD","101","dvd action s5591     2007","9781424800148","b3093999a","420909889007","2007","2015-09-16","Shottas [videorecording]","shottas videorecording","dvd action s5591     2007","","2019-02-26","2019-04-26","ava,cra,foa,1pa,rea,sba,wha,wta","av,cr,fo,1p,re,sb,wh,wt","3","0","0"
"pop","g","DVD","101","dvd 222.12095 p316      2015","040232271670","b3134347a","420909929355","2015","2016-02-10","Patterns of evidence, Exodus [videorecording]","patterns of evidence exodus videorecording","dvd 222.12095 p316      2015","","2019-06-16","2019-06-16","1pa","1p","3","0","0"
"pop","h","VHS","101","vhs 09519b","9780783238012","b1849375a","420908644383","1999","2002-09-19","Saving Private Ryan [videorecording]","saving private ryan videorecording","vhs 09519b","","2019-05-31","2019-07-02","osa","os","3","0","0"
"pop","j","Music CD","77","cd-rock five f565a     2011","813985010489","b2788130a","420909583138","2011","2011-10-06","American capitalist [sound recording]","american capitalist sound recording","cd-rock five f565a     2011","","2019-04-12","2019-06-05","dpa,dta,gra,lva,1pa,mwa,wya","dp,dt,gr,lv,1p,mw,wy","3","0","0"
"pop","g","DVD","101","dvd tvadult h8425v1     2007","031398221777","b2985055a","420909780063","2007","2014-08-27","House of Payne. Volume one [videorecording]","house of payne volume one videorecording","dvd tvadult h8425v1     2007","v.01","2019-06-03","2019-06-30","ava,mda,1pa,wha","av,md,1p,wh","3","0","0"
"pop","g","DVD","101","dvd tvadult l8632     2004","9780790786506","b2757887a","420909552895","2004","2007-06-11","Looney tunes golden collection. Vol. 2 [videorecording]","looney tunes golden collection vol 2 videorecording","dvd tvadult l8632     2004","v.03","2019-01-14","2019-06-21","baa,dta,gra,1pa,mma,mta,wha","ba,dt,gr,1p,mm,mt,wh","3","0","0"
